"","Date","EURUSD","EURJPY","EURNZD","EURGBP","EURCHF","EURAUD","EURCAD","Index"
"2405","2012.03.04",1.3405,101.795,1.72239,0.83422,1.20496,1.23146,1.3649,89.9865823424452
"2406","2012.03.05",1.3372,102.054,1.73729,0.8367,1.20492,1.24283,1.36051,90.1939820943547
"2407","2012.03.06",1.34202,101.775,1.71348,0.83956,1.20641,1.2461,1.36157,90.1575155869801
"2408","2012.03.07",1.3405,101.83,1.70928,0.8329,1.20624,1.24197,1.3542,89.8733177742051
"2409","2012.03.08",1.33358,101.885,1.71467,0.83291,1.20578,1.24446,1.34708,89.7936933416421
"2410","2012.03.09",1.33824,101.604,1.71108,0.83517,1.20538,1.24037,1.34846,89.8148515083617
"2411","2012.03.11",1.33348,100.531,1.69868,0.83329,1.20538,1.24258,1.34439,89.4984169724848
"2412","2012.03.12",1.32007,100.318,1.69774,0.82816,1.2053,1.24818,1.35349,89.3255847892722
"2413","2012.03.13",1.30335,99.597,1.68525,0.82492,1.20535,1.23873,1.35209,88.8038647619562
"2414","2012.03.14",1.29874,99.425,1.68113,0.82407,1.20542,1.24501,1.349,88.709647222339
"2415","2012.03.15",1.30363,99.706,1.68712,0.82324,1.20576,1.24159,1.34575,88.7696823353232
"2416","2012.03.16",1.30385,99.943,1.68992,0.82566,1.20551,1.2437,1.33996,88.8354399155286
"2417","2012.03.18",1.29938,99.157,1.68806,0.82427,1.20815,1.24102,1.33317,88.6016126384132
"2418","2012.03.19",1.30037,98.666,1.68065,0.83019,1.21327,1.25151,1.33064,88.747032283404
"2419","2012.03.20",1.31123,97.856,1.67489,0.83593,1.20723,1.26487,1.33526,88.962432075181
"2420","2012.03.21",1.30428,97.654,1.66433,0.82722,1.20599,1.27255,1.33438,88.6399657448674
"2421","2012.03.22",1.30677,98.146,1.65969,0.826,1.20672,1.26964,1.33273,88.6294212763368
"2422","2012.03.23",1.30382,97.999,1.65548,0.82801,1.20629,1.26762,1.32229,88.482064421098
"2423","2012.03.25",1.30578,97.73,1.65118,0.83252,1.2059,1.26766,1.3205,88.5232418977759
"2424","2012.03.26",1.30763,98.474,1.64412,0.83325,1.20537,1.26985,1.32333,88.6244230903158
"2425","2012.03.27",1.30628,97.527,1.63947,0.83695,1.20518,1.27773,1.31656,88.5596771613827
"2426","2012.03.28",1.29285,97.141,1.62642,0.82983,1.20468,1.2852,1.31735,88.1775028453556
"2427","2012.03.29",1.29413,97.641,1.62685,0.82983,1.2051,1.28328,1.31978,88.2571126006006
"2428","2012.03.30",1.29569,97.986,1.61011,0.82902,1.2062,1.28905,1.31053,88.1506050496013
"2429","2012.04.01",1.29223,98.688,1.60563,0.83604,1.20529,1.28332,1.30392,88.1899143222965
"2430","2012.04.02",1.29783,99.944,1.59781,0.83403,1.20512,1.27749,1.30712,88.264762555939
"2431","2012.04.03",1.30355,99.569,1.62065,0.83736,1.20524,1.2839,1.30859,88.5975056053299
"2432","2012.04.04",1.2923,99.569,1.59258,0.83589,1.20371,1.27575,1.30293,88.0989890229347
"2433","2012.04.05",1.27815,99.352,1.59438,0.84005,1.20411,1.2675,1.29652,87.8945047711589
"2434","2012.04.06",1.27144,100.104,1.59404,0.83868,1.2038,1.26892,1.29529,87.8619747400652
"2435","2012.04.08",1.26948,101.386,1.59137,0.83823,1.20414,1.26921,1.30631,88.0445930649483
"2436","2012.04.09",1.27801,101.852,1.60236,0.82933,1.20332,1.27234,1.2966,88.0182199140714
"2437","2012.04.10",1.27416,100.86,1.61686,0.83091,1.20145,1.27242,1.29302,87.9615942878085
"2438","2012.04.11",1.27169,101.332,1.60071,0.83042,1.20036,1.26559,1.29148,87.7738760806193
"2439","2012.04.12",1.28292,101.027,1.60071,0.83157,1.20117,1.26735,1.29627,87.960342394722
"2440","2012.04.13",1.26761,100.492,1.59714,0.82953,1.20187,1.2603,1.29919,87.6285887492849
"2441","2012.04.15",1.26437,99.554,1.60431,0.82895,1.20137,1.2616,1.31369,87.6616793517717
"2442","2012.04.16",1.27263,100.268,1.60727,0.83315,1.20278,1.26887,1.30938,87.981660079483
"2443","2012.04.17",1.27827,100.047,1.60367,0.83885,1.20186,1.26088,1.30938,88.045508444648
"2444","2012.04.18",1.2858,100.739,1.59494,0.8395,1.20199,1.26552,1.30646,88.1708833496535
"2445","2012.04.19",1.29623,100.443,1.59983,0.83713,1.2023,1.27213,1.31156,88.3472892198661
"2446","2012.04.20",1.2927,100.509,1.60531,0.83908,1.20176,1.27303,1.31647,88.4393520488986
"2447","2012.04.22",1.2927,102.029,1.60081,0.83791,1.20151,1.27463,1.31511,88.5408133012398
"2448","2012.04.23",1.28951,102.449,1.58634,0.83747,1.20215,1.28198,1.31506,88.4985670829238
"2449","2012.04.24",1.29971,102.958,1.57933,0.83067,1.2019,1.27917,1.3234,88.5194363382209
"2450","2012.04.25",1.30194,102.377,1.57999,0.83062,1.20139,1.27525,1.3221,88.4397270651314
"2451","2012.04.26",1.31121,102.801,1.57102,0.82975,1.20155,1.27145,1.32037,88.463496098769
"2452","2012.04.27",1.31034,102.487,1.57574,0.83203,1.20148,1.26499,1.31064,88.3668452019998
"2453","2012.04.29",1.32148,103.361,1.57144,0.83716,1.20153,1.26713,1.31361,88.7109961637826
"2454","2012.04.30",1.31769,102.095,1.5852,0.83794,1.20151,1.27289,1.31274,88.6908826457099
"2455","2012.05.01",1.31917,103.808,1.58877,0.84599,1.20153,1.2785,1.30613,89.077914576485
"2456","2012.05.02",1.30663,104.483,1.59806,0.84912,1.20107,1.27587,1.30243,89.0805675138252
"2457","2012.05.03",1.31651,105.051,1.59353,0.84684,1.20128,1.28168,1.30581,89.2523142282538
"2458","2012.05.04",1.31308,105.717,1.58824,0.84753,1.20106,1.28433,1.31868,89.3880894480011
"2459","2012.05.06",1.31527,105.861,1.58644,0.84805,1.20151,1.28031,1.32179,89.424315929647
"2460","2012.05.07",1.30857,106.263,1.5714,0.84616,1.20151,1.2801,1.32216,89.2390995471598
"2461","2012.05.08",1.31006,107.386,1.57232,0.83789,1.20146,1.28898,1.32053,89.2631142361935
"2462","2012.05.09",1.32432,109.155,1.56895,0.83395,1.20106,1.28341,1.32385,89.4853201095525
"2463","2012.05.10",1.32756,109.106,1.57578,0.83315,1.2009,1.2837,1.31822,89.50377238128
"2464","2012.05.11",1.32608,107.885,1.57019,0.83419,1.2011,1.28875,1.31148,89.3251674060115
"2465","2012.05.13",1.31921,108.354,1.5825,0.83229,1.20094,1.28644,1.30464,89.2651099708424
"2466","2012.05.14",1.32503,108.146,1.58802,0.83537,1.20099,1.28616,1.30791,89.4436925363065
"2467","2012.05.15",1.31594,108.33,1.59857,0.83606,1.20102,1.28268,1.30947,89.4340913523188
"2468","2012.05.16",1.31659,107.928,1.59517,0.83845,1.20101,1.28175,1.31085,89.4296315598222
"2469","2012.05.17",1.30171,107.669,1.60572,0.83674,1.20099,1.28843,1.31971,89.3999057580867
"2470","2012.05.18",1.3129,107.385,1.61019,0.83555,1.20089,1.29751,1.31824,89.5692352676679
"2471","2012.05.20",1.31366,106.087,1.59838,0.84181,1.20086,1.29771,1.32468,89.5452260406741
"2472","2012.05.21",1.31396,107.005,1.60065,0.83326,1.20087,1.29181,1.3335,89.5052540152017
"2473","2012.05.22",1.3209,108.501,1.59633,0.83235,1.20093,1.29749,1.343,89.8212135277476
"2474","2012.05.23",1.32695,108.195,1.58808,0.83284,1.20098,1.29008,1.34571,89.7719211493724
"2475","2012.05.24",1.32253,107.744,1.59019,0.83105,1.201,1.28648,1.33816,89.5559523829393
"2476","2012.05.25",1.32573,108.45,1.59367,0.83157,1.20087,1.28221,1.33924,89.6771587009075
"2477","2012.05.27",1.33694,108.694,1.62016,0.83383,1.20079,1.27687,1.3192,89.8607719761437
"2478","2012.05.28",1.3444,109.616,1.60955,0.83538,1.20086,1.27194,1.31125,89.8926593453135
"2479","2012.05.29",1.34485,109.054,1.60805,0.83364,1.20217,1.27287,1.30475,89.7548129567992
"2480","2012.05.30",1.34493,109.885,1.60401,0.83471,1.20082,1.27558,1.30644,89.8608710516479
"2481","2012.05.31",1.34356,109.943,1.59595,0.8357,1.2016,1.27456,1.31424,89.8785124727861
"2482","2012.06.01",1.34833,110.405,1.60015,0.83595,1.20175,1.28105,1.31429,90.0744624007255
"2483","2012.06.03",1.33466,111.029,1.60118,0.83644,1.20094,1.28513,1.31186,90.0042632198998
"2484","2012.06.04",1.32982,110.05,1.59241,0.83512,1.20097,1.28335,1.31269,89.7445634051803
"2485","2012.06.05",1.31933,109.317,1.60741,0.83764,1.20088,1.26847,1.29917,89.4700337756578
"2486","2012.06.06",1.31994,109.214,1.59201,0.8356,1.20112,1.2626,1.29915,89.2631659235829
"2487","2012.06.07",1.31947,109.637,1.5967,0.83218,1.20089,1.2697,1.3056,89.3747426102872
"2488","2012.06.08",1.31378,110.656,1.59484,0.83416,1.20106,1.2616,1.2924,89.266866782872
"2489","2012.06.10",1.31715,110.455,1.60477,0.83148,1.20104,1.26551,1.29387,89.3449178495888
"2490","2012.06.11",1.32667,110.118,1.61922,0.8309,1.20087,1.26152,1.29894,89.5226563206122
"2491","2012.06.12",1.31187,109.505,1.63591,0.82685,1.20085,1.25505,1.30558,89.3238448270678
"2492","2012.06.13",1.30956,110.505,1.62556,0.82414,1.201,1.26162,1.30506,89.3194971748013
"2493","2012.06.14",1.31825,110.844,1.6202,0.82457,1.20149,1.26025,1.30706,89.4368634752698
"2494","2012.06.15",1.30768,109.318,1.62412,0.82315,1.2009,1.25172,1.31353,89.1301108892252
"2495","2012.06.17",1.30281,109.223,1.62487,0.82438,1.20092,1.25541,1.31353,89.1258331674852
"2496","2012.06.18",1.30939,108.091,1.62879,0.82446,1.20124,1.24449,1.32017,89.0831221946509
"2497","2012.06.19",1.31705,107.507,1.63187,0.82448,1.20087,1.24469,1.32299,89.1561414473459
"2498","2012.06.20",1.31709,106.858,1.6292,0.82607,1.20087,1.2469,1.32307,89.1216357719291
"2499","2012.06.21",1.32345,106.329,1.62871,0.82468,1.20119,1.24812,1.32414,89.1288013989168
"2500","2012.06.22",1.32678,107.129,1.62774,0.82267,1.2009,1.24839,1.3275,89.2299226541845
"2501","2012.06.24",1.3227,105.727,1.6164,0.82551,1.20085,1.24884,1.33028,89.0392025077504
"2502","2012.06.25",1.32077,106.214,1.61577,0.8237,1.20094,1.24795,1.32987,89.0145774103426
"2503","2012.06.26",1.32647,106.705,1.60667,0.81838,1.20086,1.24218,1.33144,88.9169258537474
"2504","2012.06.27",1.32648,105.771,1.60006,0.81857,1.20076,1.23658,1.32998,88.7145233897114
"2505","2012.06.28",1.33518,105.27,1.59657,0.81932,1.20088,1.24009,1.31977,88.6967383753317
"2506","2012.06.29",1.33286,105.52,1.59745,0.81817,1.20087,1.23657,1.3092,88.5585441566111
"2507","2012.07.01",1.3325,106.78,1.59832,0.81567,1.20087,1.2343,1.30988,88.6270041966375
"2508","2012.07.02",1.3348,106.819,1.60159,0.81748,1.20095,1.22633,1.29792,88.5537638702338
"2509","2012.07.03",1.33374,107.188,1.60138,0.81788,1.20126,1.22351,1.30486,88.6261410167259
"2510","2012.07.04",1.33338,107.73,1.58785,0.81577,1.20095,1.22099,1.30099,88.4778831199115
"2511","2012.07.05",1.33396,107.705,1.58768,0.81448,1.20132,1.20681,1.30774,88.3970124146244
"2512","2012.07.06",1.32009,107.217,1.58774,0.81448,1.2012,1.20235,1.31319,88.1927026454138
"2513","2012.07.08",1.31465,106.328,1.60544,0.81338,1.20094,1.20578,1.31615,88.1928157009002
"2514","2012.07.09",1.30684,107.474,1.59613,0.81606,1.2011,1.20848,1.31076,88.1896413805179
"2515","2012.07.10",1.30914,107.333,1.60487,0.81487,1.20109,1.20144,1.30626,88.1435823435902
"2516","2012.07.11",1.30887,107.393,1.61579,0.81199,1.20081,1.20117,1.30162,88.1206317234434
"2517","2012.07.12",1.30575,106.353,1.61326,0.81265,1.20093,1.20012,1.31123,88.0445466142238
"2518","2012.07.13",1.31316,106.353,1.6149,0.80969,1.20086,1.19741,1.29711,87.9360815054293
"2519","2012.07.15",1.30906,106.205,1.61959,0.80507,1.20084,1.19703,1.29942,87.8242522085496
"2520","2012.07.16",1.31331,105.761,1.62637,0.80563,1.20076,1.19324,1.30739,87.9246587275639
"2521","2012.07.17",1.31667,106.06,1.62068,0.80375,1.20077,1.1923,1.31081,87.9347946065056
"2522","2012.07.18",1.30724,105.394,1.62306,0.80216,1.20076,1.18178,1.31095,87.6521252197623
"2523","2012.07.19",1.30724,105.439,1.61048,0.80137,1.20088,1.17793,1.30266,87.4463121517542
"2524","2012.07.20",1.30192,104.435,1.61048,0.80328,1.2009,1.17105,1.30263,87.2624912817439
"2525","2012.07.22",1.31156,103.584,1.61158,0.80229,1.20085,1.1743,1.29895,87.2670122337207
"2526","2012.07.23",1.31223,104.208,1.62176,0.79744,1.20087,1.1774,1.30085,87.3531828463586
"2527","2012.07.24",1.31174,103.44,1.62434,0.79688,1.20086,1.1797,1.29877,87.274539308075
"2528","2012.07.25",1.31416,103.018,1.6303,0.80033,1.20087,1.17576,1.29876,87.3435038754544
"2529","2012.07.26",1.32142,103.238,1.64366,0.80407,1.20083,1.17956,1.29891,87.6619330691995
"2530","2012.07.27",1.32042,103.207,1.64271,0.80653,1.20088,1.17457,1.30863,87.73496382109
"2531","2012.07.29",1.31916,103.142,1.63803,0.80805,1.20082,1.17384,1.30325,87.6592553325756
"2532","2012.07.30",1.3149,102.489,1.6438,0.80853,1.20087,1.16676,1.29571,87.4710485894953
"2533","2012.07.31",1.31942,102.313,1.65268,0.80379,1.20085,1.17144,1.29993,87.5430386787662
"2534","2012.08.01",1.32238,102.27,1.64866,0.80188,1.20097,1.16849,1.30201,87.4970554179154
"2535","2012.08.02",1.31986,100.69,1.64773,0.80028,1.20096,1.16178,1.29479,87.1428237221244
"2536","2012.08.03",1.32501,100.924,1.64885,0.79876,1.20107,1.17156,1.29465,87.2837515000338
"2537","2012.08.05",1.32501,100.849,1.64853,0.80188,1.201,1.17277,1.29905,87.3873053660518
"2538","2012.08.06",1.32467,101.321,1.6519,0.79957,1.20136,1.1715,1.29641,87.378629717473
"2539","2012.08.07",1.3243,101.467,1.66081,0.79819,1.20132,1.17475,1.29714,87.4581222099396
"2540","2012.08.08",1.32287,100.787,1.66333,0.79951,1.20137,1.16723,1.29143,87.306242576918
"2541","2012.08.09",1.31447,100.023,1.67268,0.80302,1.20175,1.16712,1.29068,87.2678426916427
"2542","2012.08.10",1.3155,99.909,1.68804,0.80881,1.2012,1.16145,1.28936,87.4415491205028
"2543","2012.08.12",1.30787,99.715,1.68447,0.80729,1.20108,1.16334,1.28629,87.2615832146849
"2544","2012.08.13",1.29815,99.75,1.67054,0.81335,1.2011,1.17382,1.28335,87.2414312478279
"2545","2012.08.14",1.30283,99.998,1.68561,0.81011,1.20094,1.17569,1.28954,87.4298817591218
"2546","2012.08.15",1.29652,99.613,1.6753,0.81178,1.20066,1.17138,1.29453,87.2802330335778
"2547","2012.08.16",1.2941,98.969,1.66541,0.80849,1.20086,1.17598,1.30551,87.1743930529826
"2548","2012.08.17",1.29225,97.407,1.65926,0.8086,1.20091,1.18315,1.30353,86.9881218771898
"2549","2012.08.19",1.29119,96.854,1.65273,0.81226,1.20087,1.18049,1.29967,86.892854839189
"2550","2012.08.20",1.28891,96.965,1.64711,0.80646,1.20086,1.17858,1.29501,86.6566693800844
"2551","2012.08.21",1.28365,96.89,1.63957,0.80308,1.2009,1.19182,1.28981,86.524908788874
"2552","2012.08.22",1.27248,96.98,1.64368,0.80978,1.20091,1.19201,1.28764,86.5612032293967
"2553","2012.08.23",1.27437,98.083,1.6432,0.81297,1.20105,1.20358,1.28767,86.861610520206
"2554","2012.08.24",1.2679,98.586,1.64645,0.80393,1.20097,1.20214,1.29053,86.680737196031
"2555","2012.08.26",1.2764,99.696,1.64856,0.80813,1.20092,1.20387,1.28285,86.950917708383
"2556","2012.08.27",1.2764,99.427,1.65199,0.80403,1.20098,1.20498,1.27763,86.8249314677255
"2557","2012.08.28",1.27942,99.387,1.63997,0.80611,1.20082,1.21112,1.27396,86.83033666707
"2558","2012.08.29",1.27864,99.457,1.6299,0.808,1.20062,1.21433,1.27814,86.8555951923559
"2559","2012.08.30",1.26699,100.532,1.64001,0.80413,1.20088,1.21495,1.29357,86.9632446209064
"2560","2012.08.31",1.25809,99.357,1.62339,0.806,1.20089,1.21793,1.2937,86.6795494500817
"2561","2012.09.02",1.25257,99.47,1.62621,0.80454,1.20085,1.22516,1.29869,86.7182781489145
"2562","2012.09.03",1.25144,99.848,1.61941,0.80273,1.20087,1.23174,1.29186,86.6525248630431
"2563","2012.09.04",1.25234,99.89,1.6074,0.79946,1.20075,1.22741,1.29107,86.4655778724928
"2564","2012.09.05",1.25955,99.455,1.61756,0.80267,1.20076,1.23296,1.29031,86.6866601236481
"2565","2012.09.06",1.25341,100.429,1.61256,0.80586,1.20075,1.22538,1.28451,86.6374254081216
"2566","2012.09.07",1.24616,99.611,1.60257,0.80587,1.20075,1.23335,1.28981,86.5045135819855
"2567","2012.09.09",1.23701,99.924,1.60327,0.80625,1.20126,1.23319,1.28726,86.4257832611667
"2568","2012.09.10",1.23467,100.841,1.58972,0.80237,1.20537,1.23534,1.283,86.3324217572178
"2569","2012.09.11",1.24296,100.815,1.59367,0.80317,1.20504,1.22846,1.29181,86.4877457008748
"2570","2012.09.12",1.24159,101.042,1.58949,0.80354,1.20901,1.23298,1.29353,86.5621097986404
"2571","2012.09.13",1.24064,100.744,1.59278,0.79728,1.20773,1.23005,1.29021,86.344902765152
"2572","2012.09.14",1.25224,99.462,1.58855,0.79304,1.20799,1.2439,1.29623,86.3910991723213
"2573","2012.09.16",1.24998,99.27,1.59167,0.79334,1.20742,1.24638,1.28937,86.3304680315062
"2574","2012.09.17",1.25657,99.368,1.58565,0.79239,1.20944,1.25153,1.29126,86.4306675225202
"2575","2012.09.18",1.25207,99.835,1.58206,0.78951,1.21605,1.24982,1.29417,86.4118087186363
"2576","2012.09.19",1.25021,100.999,1.57347,0.78892,1.21634,1.24867,1.29032,86.3975987218978
"2577","2012.09.20",1.25194,100.721,1.58384,0.79093,1.21491,1.23976,1.28696,86.3920733191342
"2578","2012.09.21",1.26295,100.452,1.57873,0.78626,1.21412,1.24073,1.28649,86.3510437263598
"2579","2012.09.23",1.24944,100.434,1.57472,0.786,1.2108,1.24143,1.2865,86.1313567513573
"2580","2012.09.24",1.24916,99.998,1.56402,0.78524,1.2089,1.23919,1.28052,85.9000708460632
"2581","2012.09.25",1.25729,98.976,1.56496,0.78475,1.21011,1.24381,1.28154,85.9416682631274
"2582","2012.09.26",1.26363,97.862,1.56155,0.78468,1.21094,1.23907,1.29267,85.9351489759456
"2583","2012.09.27",1.26333,97.868,1.54376,0.78077,1.21001,1.23559,1.28643,85.6272556774927
"2584","2012.09.28",1.2697,97.641,1.53896,0.77805,1.20962,1.23869,1.28606,85.6028336878397
"2585","2012.09.30",1.26116,97.187,1.54265,0.77777,1.20956,1.23967,1.27904,85.4240667215971
"2586","2012.10.01",1.26741,97.59,1.54829,0.78101,1.20906,1.24351,1.27614,85.6526856808167
"2587","2012.10.02",1.26706,96.842,1.54218,0.77858,1.20999,1.26138,1.26915,85.5693983735381
"2588","2012.10.03",1.25525,96.959,1.54249,0.7838,1.20813,1.26497,1.2571,85.4677861684376
"2589","2012.10.04",1.25648,96.797,1.54175,0.7835,1.20846,1.26727,1.25222,85.4336574704791
"2590","2012.10.05",1.25422,97.065,1.53703,0.78213,1.20975,1.27931,1.25226,85.4833488776214
"2591","2012.10.07",1.25074,97.07,1.53718,0.78175,1.20966,1.27805,1.25417,85.4412624371344
"2592","2012.10.08",1.24983,96.541,1.53743,0.78131,1.21162,1.26773,1.25216,85.2832447336536
"2593","2012.10.09",1.25165,96.39,1.54244,0.78463,1.21134,1.25781,1.24817,85.2780164819948
"2594","2012.10.10",1.25848,95.396,1.53281,0.78788,1.21103,1.25073,1.24361,85.1517608483277
"2595","2012.10.11",1.26593,94.675,1.5276,0.78453,1.21164,1.25831,1.2414,85.1019682295545
"2596","2012.10.12",1.26249,94.9,1.51911,0.79165,1.21333,1.26512,1.24158,85.2496850125527
"2597","2012.10.14",1.25959,94.405,1.52584,0.79346,1.21059,1.26281,1.24652,85.2492681663874
"2598","2012.10.15",1.25872,94.738,1.53145,0.79536,1.20836,1.2624,1.24349,85.3060833306988
"2599","2012.10.16",1.25263,96.113,1.54183,0.79373,1.20893,1.26921,1.2401,85.4538504161016
"2600","2012.10.17",1.23797,96.637,1.53357,0.78947,1.20886,1.26014,1.23559,85.0720933142417
"2601","2012.10.18",1.2284,96.363,1.53185,0.7869,1.20832,1.26066,1.23084,84.8225289662158
"2602","2012.10.19",1.22886,96.04,1.52183,0.78332,1.20878,1.25994,1.23029,84.6371747439442
"2603","2012.10.21",1.22833,95.923,1.52064,0.78413,1.20917,1.26364,1.23489,84.7007228174489
"2604","2012.10.22",1.22527,96.068,1.51505,0.7867,1.20953,1.26503,1.23304,84.6935513033989
"2605","2012.10.23",1.22382,95.208,1.51601,0.7863,1.20845,1.25869,1.23227,84.5153830371814
"2606","2012.10.24",1.22091,97.16,1.51354,0.78389,1.20846,1.25211,1.23919,84.6222164477019
"2607","2012.10.25",1.22468,97.206,1.49778,0.7851,1.2089,1.25337,1.23553,84.5647457482436
"2608","2012.10.26",1.22396,97.05,1.51153,0.78569,1.21074,1.24693,1.23373,84.6021027085681
"2609","2012.10.28",1.23021,97.312,1.51429,0.78594,1.21024,1.2481,1.2293,84.6954672007959
"2610","2012.10.29",1.22816,97.01,1.51022,0.78572,1.20909,1.24766,1.23279,84.6204927390048
"2611","2012.10.30",1.22865,96.618,1.52314,0.78958,1.20971,1.24855,1.23074,84.7581457114261
"2612","2012.10.31",1.22627,96.185,1.52032,0.78903,1.20901,1.2496,1.2246,84.6020051248747
"2613","2012.11.01",1.2154,96.234,1.51873,0.79185,1.20912,1.24361,1.24016,84.6134582217495
"2614","2012.11.02",1.21124,96.782,1.51038,0.79115,1.20832,1.24112,1.24046,84.5209717415389
"2615","2012.11.04",1.21264,97.06,1.51358,0.79145,1.20795,1.23726,1.24008,84.5579602271726
"2616","2012.11.05",1.20734,97.327,1.52478,0.79146,1.20769,1.22563,1.23619,84.4750338641303
"2617","2012.11.06",1.2129,97.978,1.53036,0.79378,1.20613,1.22998,1.22987,84.6667095494904
"2618","2012.11.07",1.22863,98.107,1.52292,0.79217,1.20688,1.22443,1.22088,84.6592446609608
"2619","2012.11.08",1.23176,98.089,1.52281,0.79246,1.20661,1.22542,1.21755,84.67653591572
"2620","2012.11.09",1.22924,98.027,1.52642,0.79275,1.20739,1.22334,1.218,84.6672616581975
"2621","2012.11.11",1.22853,98.812,1.52487,0.79244,1.20848,1.22135,1.22562,84.7824738643707
"2622","2012.11.12",1.22955,98.524,1.52389,0.79368,1.206,1.21817,1.22238,84.7063486319983
"2623","2012.11.13",1.22465,98.731,1.54104,0.79037,1.20575,1.21709,1.2149,84.6507339666299
"2624","2012.11.14",1.21756,98.377,1.53339,0.79273,1.20555,1.2279,1.21819,84.6406633423411
"2625","2012.11.15",1.23838,98.503,1.54604,0.79302,1.20591,1.23639,1.21989,85.0837884689667
"2626","2012.11.16",1.23911,98.003,1.54145,0.80039,1.20448,1.23196,1.21919,85.1081704084688
"2627","2012.11.18",1.23997,98.685,1.54486,0.80039,1.20344,1.22956,1.21991,85.1917306124629
"2628","2012.11.19",1.2395,98.569,1.54564,0.79944,1.20344,1.22886,1.23411,85.274624103966
"2629","2012.11.20",1.23777,98.202,1.5605,0.79787,1.20405,1.23126,1.24057,85.3716237763326
"2630","2012.11.21",1.22922,98.557,1.56455,0.80002,1.20455,1.23649,1.24812,85.4973935165175
"2631","2012.11.22",1.22864,98.41,1.56508,0.80183,1.20536,1.23922,1.241,85.487277515775
"2632","2012.11.23",1.22903,98.835,1.56422,0.80429,1.20413,1.2396,1.23985,85.5649654062556
"2633","2012.11.25",1.23426,98.33,1.57067,0.80916,1.20449,1.23904,1.23716,85.7003610250592
"2634","2012.11.26",1.23231,98.836,1.58111,0.8089,1.2045,1.23813,1.24106,85.8277945332479
"2635","2012.11.27",1.22826,99.714,1.57738,0.80602,1.20429,1.23676,1.24205,85.7791376026944
"2636","2012.11.28",1.23471,100.231,1.583,0.80305,1.20393,1.23699,1.24154,85.8805609741037
"2637","2012.11.29",1.23311,100.231,1.57434,0.80238,1.20381,1.24568,1.23994,85.8409843858688
"2638","2012.11.30",1.23321,100.014,1.57665,0.79886,1.20411,1.24486,1.23919,85.7503013215036
"2639","2012.12.02",1.23529,99.904,1.57665,0.7996,1.2037,1.2517,1.24338,85.8672050897601
"2640","2012.12.03",1.246,100.112,1.57356,0.7996,1.20361,1.25031,1.23596,85.9158414913391
"2641","2012.12.04",1.25473,100.485,1.57755,0.79842,1.20429,1.25151,1.24961,86.193595143603
"2642","2012.12.05",1.25607,101.104,1.5685,0.79707,1.20495,1.24739,1.24074,86.0756973795863
"2643","2012.12.06",1.25096,102.912,1.57235,0.79678,1.20604,1.23712,1.25405,86.2676487297604
"2644","2012.12.07",1.25095,102.672,1.55934,0.79574,1.20886,1.23212,1.25405,86.109582284686
"2645","2012.12.09",1.24804,102.928,1.58279,0.79557,1.21454,1.23114,1.25051,86.2858418823575
"2646","2012.12.10",1.2555,102.987,1.58532,0.79538,1.21009,1.23506,1.24723,86.356337366316
"2647","2012.12.11",1.25373,101.813,1.58511,0.79496,1.20869,1.23469,1.25024,86.2108322168537
"2648","2012.12.12",1.2516,101.524,1.57615,0.79906,1.20762,1.23977,1.26118,86.302986233645
"2649","2012.12.13",1.25735,101.43,1.57507,0.79993,1.20728,1.24138,1.25727,86.3476799628367
"2650","2012.12.14",1.25735,101.43,1.56311,0.80276,1.20815,1.24529,1.27556,86.5170492768493
"2651","2012.12.16",1.26163,101.157,1.56453,0.80354,1.21094,1.24847,1.27321,86.5976651467482
"2652","2012.12.17",1.25355,100.71,1.56453,0.80771,1.2119,1.24936,1.27613,86.5869892152312
"2653","2012.12.18",1.2609,100.273,1.57067,0.80624,1.20873,1.25946,1.27102,86.6502943038243
"2654","2012.12.19",1.26342,100.017,1.57039,0.80944,1.20752,1.26111,1.27142,86.7250342047452
"2655","2012.12.20",1.28136,100.273,1.57203,0.804,1.20854,1.26209,1.26504,86.8198259913559
"2656","2012.12.21",1.28136,100.161,1.56002,0.80302,1.20854,1.26702,1.26705,86.7567348014942
"2657","2012.12.23",1.27862,99.839,1.54839,0.8065,1.20767,1.26678,1.26705,86.6700851849226
"2658","2012.12.24",1.27751,100.728,1.54745,0.80581,1.20743,1.27197,1.26714,86.7705590132328
"2659","2012.12.26",1.28601,100.866,1.54937,0.80441,1.20663,1.27722,1.26584,86.8930820511927
"2660","2012.12.27",1.29219,101.654,1.55684,0.80657,1.20736,1.27545,1.26457,87.1308145494038
"2661","2012.12.28",1.30242,101.914,1.56852,0.81178,1.20789,1.27379,1.26625,87.4806352287337
"2662","2012.12.30",1.31258,102.6,1.57432,0.81163,1.20721,1.2705,1.26616,87.6765315033351
"2663","2012.12.31",1.31259,102.011,1.57875,0.81363,1.2079,1.26841,1.26435,87.6637175769744
"2664","2013.01.01",1.30989,101.794,1.59346,0.81353,1.20822,1.26651,1.26232,87.6850771617027
"2665","2013.01.02",1.3049,100.627,1.58809,0.81406,1.2073,1.25191,1.26637,87.3811628320423
"2666","2013.01.03",1.30043,100.384,1.57722,0.81517,1.20712,1.24878,1.26983,87.2494621158918
"2667","2013.01.04",1.2976,101.351,1.57459,0.81459,1.2075,1.24642,1.27515,87.3161159124437
"2668","2013.01.06",1.29774,101.594,1.57224,0.80861,1.20833,1.2447,1.2754,87.1934879084025
